tt0128154,,,
tt0128158,,,
tt0128165,,,
tt0128216,,,
tt0128997,,,
tt0130458,,,
tt0130623,137748063,212074702,349822765
tt0131370,,,
tt0131597,,,
tt0131704,26005820,9129000,35134820
tt0132078,,,
tt0132245,32720065,22024673,54744738
tt0132885,,,
tt0132910,,,
tt0133063,,,
tt0133152,180011740,182200000,362211740
tt0133240,38176783,71864580,110041363
tt0133752,,,
tt0134084,89143175,72691101,161834276
tt0134630,4739023,1881219,6620242
tt0134847,39240659,13947000,53187659
tt0134983,14230455,597626,14828081
tt0135707,,,
tt0135991,,,
tt0136517,,,
tt0137204,,,
tt0137210,,,
tt0137698,,,
tt0138288,,,
tt0138353,,,
tt0138524,35327628,85473615,120801243
tt0138631,,,
tt0138681,584054,,584054
tt0138749,50863742,25568985,76432727
tt0138818,,,
tt0138927,,,
tt0138946,889352,34684,924036
tt0139159,,,
tt0139297,,,
tt0139388,,,
tt0139500,,2912,2912
tt0139654,76631907,28244326,104876233
tt0140392,,,
tt0140806,,,
tt0141120,,,
tt0141399,2962465,40831,3003296
tt0141907,6719973,3652318,10372291
tt0141926,77122415,50544000,127666415
tt0142634,,,
tt0142650,,,
tt0143344,169503,,169503
tt0143558,,,
tt0143861,289885,,289885
tt0143920,,,
tt0144084,15070285,19196279,34266564
tt0144142,40361,,40361
tt0144280,,,
tt0144449,,,
tt0144528,123309890,43030000,166339890
tt0144574,,,
tt0144608,29245,,29245
tt0144940,,,
tt0144964,12811858,3031750,15843608
tt0145467,,,
tt0145487,407022860,418002176,825025036
tt0145882,,,
tt0145937,133058,22582,155640
tt0146063,,195358,195358
tt0146272,,,
tt0146309,34592089,31987801,66579890
tt0146316,131168070,143535270,274703340
tt0146592,,,
tt0146803,,,
tt0146882,27287137,19839158,47126295
tt0146984,30919168,8540259,39459427
tt0147447,,,
tt0147486,,,
tt0148120,,,
tt0148403,,,
tt0148415,,,
tt0148421,13465,,13465
tt0148444,,,
tt0149253,,22885,22885
tt0149367,5661798,1788616,7450414
tt0149624,15540353,2593142,18133495
tt0150021,,,
tt0151150,426318,,426318
tt0151299,,,
tt0151309,,,
tt0151372,,,
tt0151685,,,
tt0152083,,,
tt0152167,,,
tt0152772,,,
tt0153012,,,
tt0153100,,,
tt0153140,,,
tt0153464,2933161,806952,3740113
tt0153516,,,
tt0153517,,,
tt0153533,,,
tt0154039,,,
tt0154187,,,
tt0154352,,,
tt0155150,,,
tt0155723,,,
tt0155754,,,
tt0156020,,,
tt0156035,,,
tt0156100,,,
tt0156323,7027345,174356,7201701
tt0156376,,,
tt0156741,,,
tt0156757,65283,,65283
tt0156807,,,
tt0156812,34134641,1413120,35547761
tt0156841,14990582,9372190,24362772
tt0156942,,,
tt0157007,,,
tt0157122,739055,178978,918033
tt0157191,,1041741,1041741
tt0157202,,,
tt0157262,,270813,270813
tt0157472,36989956,1803327,38793283
tt0157583,4301582,11411622,15713204
tt0157836,,,
tt0158033,15120,,15120
tt0158581,,,
tt0158607,,,
tt0158622,35268275,24200000,59468275
tt0158871,,,
tt0159273,58856790,32896412,91753202
tt0159290,,,
tt0159291,,,
tt0159365,95636509,77377000,173013509
tt0159369,,,
tt0159371,,,
tt0159378,,,
tt0159396,,,
tt0159503,,,
tt0159784,,,
tt0160009,30208599,10191826,40400425
tt0160127,125305545,138800000,264105545
tt0160182,,,
tt0160184,79161,6553222,6632383
tt0160239,,,
tt0160240,,,
tt0160256,,,
tt0160261,,,
tt0160270,,,
tt0160275,,,
tt0160289,,,
tt0160399,6285176,2409144,8694320
tt0160403,238431,,238431
tt0160434,,,
tt0160447,,,
tt0160480,,,
tt0160484,16815253,14540657,31355910
tt0160495,,,
tt0160547,,,
tt0160550,,,
tt0160611,,,
tt0160616,,,
tt0160644,769272,,769272
tt0160652,,,
tt0160663,,,
tt0160706,,,
tt0160710,160083,,160083
tt0160749,,,
tt0160751,,,
tt0160759,,,
tt0160797,61335230,10397073,71732303
tt0160859,,,
tt0160870,,,
tt0160905,65875,,65875
tt0161003,,,
tt0161081,155464351,135956000,291420351
tt0161083,32269834,6194297,38464131
tt0161088,,,
tt0161216,76424,2664,79088
tt0161539,,,
tt0161860,6180200,18141980,24322180
tt0162030,,,
tt0162203,,,
tt0162222,233632142,196000000,429632142
tt0162346,6217849,2546158,8764007
tt0162394,,,
tt0162650,70334258,37291867,107626125
tt0162711,295683,,295683
tt0162838,2841,,2841
tt0162862,,351,351
tt0162901,,,
tt0162942,,,
tt0162983,36050230,15829814,51880044
tt0163025,181171875,187608934,368780809
tt0163080,,368626,368626
tt0163125,,,
tt0163141,,,
tt0163246,,,
tt0163596,,,
tt0163676,5280035,,5280035
tt0163745,1745778,,1745778
tt0163764,,,
tt0163978,39785027,104271846,144056873
tt0163983,29381494,11061516,40443010
tt0164003,357197,919990,1277187
tt0164052,73209340,117004115,190213455
tt0164182,,,
tt0164184,118907036,75014336,193921372
tt0164192,,,
tt0164212,260562,1047680,1308242
tt0164318,,,
tt0164334,74078174,31100387,105178561
tt0164545,,,
tt0164810,15430,,15430
tt0164953,,,
tt0164961,,13240767,13240767
tt0165361,,,
tt0165400,,,
tt0165642,,,
tt0165713,,,
tt0165800,,,
tt0165832,,8449,8449
tt0165928,,,
tt0165929,55973336,35063424,91036760
tt0165982,26483452,54289625,80773077
tt0166013,,,
tt0166110,7316658,1062195,8378853
tt0166158,,6718,6718
tt0166186,,,
tt0166192,,,
tt0166276,5411999,2210366,7622365
tt0166339,,,
tt0166370,,,
tt0166649,,,
tt0166709,,,
tt0166813,73280117,49283422,122563539
tt0166871,,56360,56360
tt0166924,7220243,13038693,20258936
tt0167116,,,
tt0167183,,,
tt0167190,59623958,39755027,99378985
tt0167203,6651522,7748805,14400327
tt0167260,377845905,764777555,1142623460
tt0167261,342551365,604943730,947495095
tt0167360,,,
tt0167367,,,
tt0167380,,,
tt0167456,6880917,21402720,28283637
tt0167936,,,
tt0168446,65090,,65090
tt0168504,,,
tt0168509,,,
tt0168515,391653,,391653
tt0168578,,,
tt0168612,,,
tt0168629,4184036,35847843,40031879
tt0168631,,35828,35828
tt0168714,,,
tt0168786,21078145,2289441,23367586
tt0168847,,,
tt0168849,,,
tt0168856,563911,5031416,5595327
tt0169102,909043,815763,1724806
tt0169122,,,
tt0169324,,,
tt0169543,,,
tt0169579,,,
tt0170008,,,
tt0170016,260465005,103132179,363597184
tt0170155,,,
tt0170260,,,
tt0170452,7838,,7838
tt0170508,,156252,156252
tt0170517,,191399,191399
tt0170549,,,
tt0170651,,,
tt0170691,139692,9009,148701
tt0171126,,,
tt0171339,,,
tt0171356,1638202,1646242,3284444
tt0171359,1577287,469146,2046433
tt0171433,37047880,22897303,59945183
tt0171580,25170054,4194935,29364989
tt0171827,,,
tt0171928,,789638,789638
tt0172109,,,
tt0172156,138608444,134731112,273339556
tt0172160,,,
tt0172464,,,
tt0172495,187705427,277659118,465364545
tt0172543,,307159,307159
tt0172632,468684,25466,494150
tt0172693,,,
tt0172699,,,
tt0172794,,,
tt0172854,,,
tt0172949,,,
tt0172995,,,
tt0173498,,,
tt0173568,,,
tt0173716,1284646,676898,1961544
tt0173840,32131830,53000000,85131830
tt0173999,,,
tt0174027,,,
tt0174336,4159986,615023,4775009
tt0174480,37761915,52964753,90726668
tt0174646,,,
tt0174732,71509,,71509
tt0175114,,,
tt0175142,157019771,121000000,278019771
tt0175203,,329766,329766
tt0175526,,,
tt0175557,,1638,1638
tt0176001,,,
tt0176185,,,
tt0176244,,,
tt0176578,,,
tt0176579,,,
tt0176650,,,
tt0176694,,,
tt0176783,5108820,7482450,12591270
tt0176883,,,
tt0177049,,,
tt0177068,54780,,54780
tt0177185,,,
tt0177195,,,
tt0177213,,,
tt0177513,,,
tt0177636,,700302,700302
tt0177650,146193,,146193
tt0177845,,,
tt0177858,,34245,34245
tt0177882,,970182,970182
tt0177885,,,
tt0177888,27841,,27841
tt0177971,182618434,146100000,328718434
tt0177997,,,
tt0178043,,,
tt0178050,,,
tt0178642,77578,417052,494630
tt0178655,,,
tt0178691,,,
tt0178866,,,
tt0179098,6835856,3175194,10011050
tt0179137,,12908,12908
tt0179144,,,
tt0179183,,,
tt0179220,,,
tt0179344,,,
tt0179400,,,
tt0179435,,,
tt0179443,,,
tt0179473,28149,,28149
tt0179626,24403552,31956428,56359980
tt0179653,,,
tt0179677,,,
tt0179735,,,
tt0179803,,,
tt0179861,,,
tt0179987,,,
tt0180052,4420080,2683893,7103973
tt0180073,7065332,10923895,17989227
tt0180093,3635482,3754626,7390108
tt0180273,,,
tt0180387,,,
tt0180679,2276602,,2276602
tt0180683,,,
tt0180734,40222729,3879660,44102389
tt0180837,1823297,2245964,4069261
tt0180894,,,
tt0181151,6291602,7854075,14145677
tt0181311,,,
tt0181317,,,
tt0181430,,,
tt0181536,51804714,28245050,80049764
tt0181548,,,
tt0181594,,,
tt0181689,132072926,226300000,358372926
tt0181739,13596911,429507,14026418
tt0181819,,,
tt0181836,13276,,13276
tt0181852,150371112,283000000,433371112
tt0181865,124115725,83400000,207515725
tt0181875,32534850,14850986,47385836
tt0181912,252074,251474,503548
tt0181945,7296,,7296
tt0181984,16970581,11809674,28780255
tt0182000,687194,107287,794481
tt0182027,,,
tt0182295,299792,,299792
tt0182508,1032075,,1032075
tt0183056,23371,,23371
tt0183113,,,
tt0183142,,,
tt0183280,,,
tt0183423,,,
tt0183488,,,
tt0183505,90570999,58700000,149270999
tt0183523,60883407,50100000,110983407
tt0183550,,,
tt0183595,,,
tt0183639,,,
tt0183649,46566212,51270926,97837138
tt0183659,8598593,2395940,10994533
tt0183790,56569702,60917771,117487473
tt0183808,,,
tt0183869,626164,60100000,60726164
tt0183946,,,
tt0184009,,,
tt0184056,,,
tt0184384,,,
tt0184387,,,
tt0184457,,,
tt0184596,,,
tt0184719,129265,,129265
tt0184791,16025437,3235100,19260537
tt0184849,,,
tt0184858,23368995,8799975,32168970
tt0184894,56937502,42336965,99274467
tt0184907,60020107,2444624,62464731
tt0185007,,,
tt0185014,19393557,14033031,33426588
tt0185170,,,
tt0185183,21471685,8253978,29725663
tt0185215,,,
tt0185431,39464775,18827520,58292295
tt0186029,,,
tt0186045,15506764,403340,15910104
tt0186151,45010278,23095967,68106245
tt0186183,,,
tt0186202,,,
tt0186221,,,
tt0186454,,,
tt0186549,19823,,19823
tt0186566,90464773,38419359,128884132
tt0186589,13305101,3618660,16923761
tt0186719,59166,,59166
tt0186785,,,
tt0186894,36805288,16620004,53425292
tt0186895,3557100,,3557100
tt0186975,20069008,4350906,24419914
tt0187078,101648571,135553728,237202299
tt0187279,,,
tt0187387,,,
tt0187393,113330342,101964000,215294342
tt0187474,,,
tt0187512,,1789525,1789525
tt0187559,,,
tt0187564,,,
tt0187696,9660,10492298,10501958
tt0187738,82348319,72661713,155010032
tt0187750,,,
tt0187761,,,
tt0187808,,,
tt0187847,,,
tt0187880,,,
tt0188028,,,
tt0188045,,,
tt0188055,,,
tt0188128,46352,349738,396090
tt0188135,,,
tt0188160,3440228,108328,3548556
tt0188424,,,
tt0188453,5142576,11028522,16171098
tt0188490,,,
tt0188518,,,
tt0188575,,,
tt0188613,,,
tt0188688,,,
tt0189192,4781539,11395193,16176732
tt0189456,,,
tt0189509,,,
tt0189541,2335352,,2335352
tt0189856,,,
tt0189960,,,
tt0189998,8293784,2861430,11155214
tt0190052,,,
tt0190138,57262492,49109159,106371651
tt0190273,,,
tt0190332,128078872,85446864,213525736
tt0190346,,61684,61684
tt0190374,15391970,18586724,33978694
tt0190398,,,
tt0190449,,,
tt0190524,4224065,,4224065
tt0190590,45512588,26358141,71870729
tt0190736,,,
tt0190861,51080,133221,184301
tt0190865,69243859,146420000,215663859
tt0190938,,,
tt0190975,,,
tt0190994,,,
tt0191037,14693,,14693
tt0191074,46375,7159,53534
tt0191133,30250745,3721317,33972062
tt0191161,,,
tt0191177,2199,,2199
tt0191211,4268,,4268
tt0191242,,,
tt0191352,,,
tt0191397,44737059,5317452,50054511
tt0191476,,,
tt0191636,3193889,4000000,7193889
tt0191754,37170488,25028457,62198945
tt0191787,,,
tt0191865,,,
tt0191996,,,
tt0192023,,,
tt0192071,11576464,8323902,19900366
tt0192110,,,
tt0192111,10424470,2702552,13127022
tt0192126,,,
tt0192237,,125734,125734
tt0192255,13572400,14393465,27965865
tt0192295,,2061924,2061924
tt0192346,,,
tt0192407,,5058355,5058355
tt0192455,,,
tt0192528,,,
tt0192614,35046120,15756000,50802120
tt0192678,,,
tt0192708,,,
tt0192719,,,
tt0192731,21468807,17105555,38574362
tt0192788,,,
tt0192789,,,
tt0192912,,,
tt0192947,,,
tt0192949,10886,,10886
tt0193011,,,
tt0193135,2000,,2000
tt0193318,,,
tt0193364,,524637,524637
tt0193365,,,
tt0193453,,,
tt0193537,,,
tt0193545,,,
tt0193560,623374,140366,763740
tt0193598,,,
tt0193701,,,
tt0193741,,,
tt0193854,133122,,133122
tt0193859,,,
tt0194026,,,
tt0194027,,,
tt0194104,,,
tt0194143,,,
tt0194218,779137,,779137
tt0194368,,,
tt0194410,,,
tt0194519,,,
tt0194704,,,
tt0194811,,,
tt0194852,,,
tt0195001,,,
tt0195108,,,
tt0195119,,,
tt0195234,12178602,16562728,28741330
tt0195308,,,
tt0195352,,,
tt0195393,,,
tt0195551,,,
tt0195565,,,
tt0195631,,,
tt0195685,125595205,130676081,256271286
tt0195714,53331147,59549147,112880294
tt0195778,10522168,350980,10873148
tt0195857,,,
tt0195860,,,
tt0195944,,,
tt0195945,57328603,2498725,59827328
tt0196068,,,
tt0196069,,3278767,3278767
tt0196106,1248746,,1248746
tt0196158,,379739,379739
tt0196186,,2584556,2584556
tt0196216,17266359,12668118,29934477
tt0196219,,,
tt0196223,,,
tt0196229,45172250,15608731,60780981
tt0196614,,,
tt0196708,449482,,449482
tt0196723,,,
tt0196811,,60820,60820
tt0196927,,,
tt0197072,,,
tt0197096,1045899,652860,1698759
tt0197219,,,
tt0197256,,,
tt0197299,,,
tt0197311,32625,,32625
tt0197384,,,
tt0197392,,,
tt0197402,,,
tt0197448,,,
tt0197633,11290,,11290
tt0197644,,,
tt0197646,2763,,2763
tt0197740,,,
tt0197750,,,
tt0197753,,,
tt0197858,,,
tt0197862,,,
tt0197929,,,
tt0197951,,,
tt0197996,,,
tt0198013,,,
tt0198021,33772838,7090880,40863718
tt0198284,,,
tt0198386,13023075,82778,13105853
tt0198434,,,
tt0198460,,,
tt0198654,,,
tt0198748,,,
tt0198781,290642256,289065482,579707738
tt0198893,,,
tt0198903,,,
tt0199000,,39616,39616
tt0199007,,,
tt0199077,,,
tt0199129,,,
tt0199290,9832166,,9832166
tt0199305,,,
tt0199314,159668,643283,802951
tt0199440,,,
tt0199481,,,
tt0199504,,,
tt0199626,4750602,18976191,23726793
tt0199650,,,
tt0199696,,,
tt0199700,,,
tt0199725,27459615,268503,27728118
tt0199727,1400,,1400
tt0199733,,,
tt0199744,,,
tt0199748,,,
tt0199753,17480890,15983079,33463969
tt0199898,,,
tt0199974,,,
tt0200027,30165536,5577772,35743308
tt0200171,,,
tt0200191,,,
tt0200192,,,
tt0200257,,3854,3854
tt0200299,,,
tt0200422,,,
tt0200427,191221,,191221
tt0200465,30060660,34767761,64828421
tt0200472,,2009,2009
tt0200483,,,
tt0200525,,,
tt0200527,,,
tt0200530,1055671,126394,1182065
tt0200550,60786269,53130205,113916474
tt0200669,3050532,2703146,5753678
tt0200720,3043284,2121120,5164404
tt0200954,,,
tt0201020,8360,,8360
tt0201275,,,
tt0201394,,,
tt0201479,,,
tt0201484,,,
tt0201485,36849,243928,280777
tt0201565,,,
tt0201670,,,
tt0201694,,,
tt0201726,,,
tt0201728,,,
tt0201737,,,
tt0201844,,,
tt0201888,,,
tt0201899,38610,,38610
tt0201901,,,
tt0201934,,,
tt0202236,,,
tt0202256,,,
tt0202294,,,
tt0202314,,,
tt0202316,,,
tt0202360,,,
tt0202402,8745680,1156435,9902115
tt0202405,,,
tt0202452,,,
tt0202457,,,
tt0202458,,,
tt0202464,,,
tt0202470,17008282,2325863,19334145
tt0202487,,,
tt0202502,,,
tt0202623,,44925,44925
tt0202641,1015122,,1015122
tt0202642,,,
tt0202677,6055661,7145311,13200972
tt0202695,,,
tt0202711,234287,,234287
tt0202829,,,
tt0202856,,,
tt0202989,,,
tt0203009,57386607,127548713,184935320
tt0203019,48818921,33524574,82343495
tt0203047,,,
tt0203053,,,
tt0203078,,,
tt0203119,6946056,3099621,10045677
tt0203144,,,
tt0203166,1034829,13561319,14596148
tt0203206,,,
tt0203230,9416804,1825717,11242521
tt0203289,907835,196573,1104408
tt0203297,,,
tt0203536,,,
tt0203540,1443067,517987,1961054
tt0203580,,,
tt0203584,,607921,607921
tt0203620,,,
tt0203632,872091,145576,1017667
tt0203755,6290673,7287513,13578186
tt0203830,,,
tt0203835,,,
tt0203912,,,
tt0203940,,,
tt0203952,,,
tt0203975,,,
tt0204055,,,
tt0204131,,,
tt0204137,43805,,43805
tt0204140,,,
tt0204175,21799652,4050963,25850615
tt0204193,,,
tt0204250,,,
tt0204293,,,
tt0204313,41821986,36288035,78110021
tt0204315,,,
tt0204322,,,
tt0204350,,,
tt0204352,,,
tt0204382,,,
tt0204414,,,
tt0204619,,,
tt0204626,28946615,18321214,47267829
tt0204640,1111273,,1111273
tt0204679,,,
tt0204698,,,
tt0204700,9189,6382,15571
tt0204761,,44180,44180
tt0204839,,,
tt0204885,,,
tt0204932,,,
tt0204933,11384,102631,114015
tt0204946,68379000,22070929,90449929
tt0205027,,,
tt0205177,,15932,15932
tt0205245,,,
tt0205271,13113041,9731250,22844291
tt0205380,,,
tt0205418,,,
tt0205461,15933506,3814503,19748009
tt0205498,,,
tt0205521,,,
tt0205526,,,
tt0205718,,,
tt0205729,,,
tt0205738,,,
tt0205778,,,
tt0205836,,1059622,1059622
tt0205873,2552992,14022082,16575074
tt0205936,,,
tt0206068,,,
tt0206075,,,
tt0206087,,,
tt0206088,,,
tt0206093,,,
tt0206098,,,
tt0206113,517262,,517262
tt0206128,,,
tt0206184,,,
tt0206187,373366,,373366
tt0206200,,,
tt0206211,,,
tt0206223,,,
tt0206226,268117,,268117
tt0206275,91057006,40649803,131706809
tt0206314,21974919,14667919,36642838
tt0206324,,,
tt0206351,,,
tt0206367,102202,526185,628387
tt0206420,5020111,5174163,10194274
tt0206545,,,
tt0206608,,,
tt0206634,35552383,35043081,70595464
tt0206670,,,
tt0206694,,,
tt0206742,17131,211656,228787
tt0206762,127212,,127212
tt0206778,,,
tt0206795,,1654,1654
tt0206866,,,
tt0206893,,,
tt0206917,747092,575671,1322763
tt0206926,20501,153262,173763
tt0206953,,,
tt0206963,568762,26243,595005
tt0207002,,,
tt0207036,,,
tt0207051,,,
tt0207130,,,
tt0207161,,,
tt0207163,,,
tt0207198,33545,1980617,2014162
tt0207201,182811707,191300000,374111707
tt0207296,,,
tt0207333,,,
tt0207337,,,
tt0207377,,,
tt0207501,,,
tt0207524,49894,23616,73510
tt0207585,,,
tt0207631,,,
tt0207635,,,
tt0207638,,,
tt0207745,,,
tt0207826,,,
tt0207988,,,
tt0208003,,,
tt0208017,,,
tt0208026,,,
tt0208032,,,
tt0208037,,,
tt0208050,,,
tt0208092,30328156,53229716,83557872
tt0208181,70920,,70920
tt0208196,688523,,688523
tt0208198,,,
tt0208204,,,
tt0208298,,,
tt0208412,,,
tt0208491,,177098,177098
tt0208655,,,
tt0208675,,304441,304441
tt0208870,,5659,5659
tt0208874,17872723,4556267,22428990
tt0208883,,,
tt0208889,,,
tt0208899,,,
tt0208910,,,
tt0208911,17929,,17929
tt0208942,,,
tt0208988,14967182,4445811,19412993
tt0208990,1016340,10751062,11767402
tt0208993,231445,,231445
tt0209005,,,
tt0209020,,,
tt0209037,81734,15619,97353
tt0209077,,1058905,1058905
tt0209109,,,
tt0209144,25544867,14502211,40047078
tt0209163,202019785,241261119,443280904
tt0209180,,,
tt0209253,,,
tt0209279,,,
tt0209322,,,
tt0209464,,,
tt0209475,60400856,34327673,94728529
tt0209485,,,
tt0209486,,,
tt0209941,,,
tt0209958,61334059,42821784,104155843
tt0210065,30915,,30915
tt0210070,2554,,2554
tt0210075,1565852,100176,1666028
tt0210094,,,
tt0210130,,,
tt0210149,5159,,5159
tt0210217,5151,11962,17113
tt0210223,,,
tt0210299,3059834,111439,3171273
tt0210357,,,
tt0210358,,1433668,1433668
tt0210362,,,
tt0210382,109130,212149,321279
tt0210470,,,
tt0210471,,,
tt0210480,,,
tt0210502,,,
tt0210567,3157348,12582,3169930
tt0210584,31288,,31288
tt0210616,17200925,9185016,26385941
tt0210618,,,
tt0210692,,,
tt0210694,,,
tt0210738,,,
tt0210756,,,
tt0210776,,,
tt0210777,,,
tt0210781,,,
tt0210816,,510,510
tt0210884,,,
tt0210890,,,
tt0210930,,,
tt0210943,,,
tt0210945,115719751,21051932,136771683
tt0210952,,,
tt0210953,,,
tt0210971,,,
tt0211103,,,
tt0211181,66957026,116654745,183611771
tt0211279,,,
tt0211296,,,
tt0211309,,,
tt0211311,,,
tt0211318,,,
tt0211373,,,
tt0211387,,,
tt0211423,,,
tt0211443,13121555,3956327,17077882
tt0211465,11715637,1090977,12806614
tt0211492,1053070,820550,1873620
tt0211554,,,
tt0211636,,,
tt0211645,,,
tt0211661,,20400,20400
tt0211718,,,
tt0211900,,,
tt0211915,33225499,140699243,173924742
tt0211919,,,
tt0211933,14377198,18352864,32730062
tt0211938,15325127,146842,15471969
tt0211941,,,
tt0211946,,598894,598894
tt0212048,,,
tt0212059,,,
tt0212132,55188,617307,672495
tt0212142,24082,,24082
tt0212215,,,
tt0212271,,,
tt0212292,,,
tt0212294,,,
tt0212298,,,
tt0212338,166244045,164200000,330444045
tt0212346,106807667,105935053,212742720
tt0212360,,,
tt0212380,637769,192517,830286
tt0212474,,,
tt0212495,,,
tt0212604,466664,,466664
tt0212667,,,
tt0212712,1444588,18761169,20205757
tt0212719,,,
tt0212720,78616689,157309863,235926552
tt0212725,,,
tt0212742,,,
tt0212797,,211848,211848
tt0212815,512451,,512451
tt0212826,533479,173397,706876
tt0212827,318823,,318823
tt0212830,,14960,14960
tt0212867,,,
tt0212873,,,
tt0212879,,,
tt0212881,,,
tt0212897,,,
tt0212910,,,
tt0212958,,,
tt0212974,1115313,46688,1162001
tt0212985,165092268,186600000,351692268
tt0213053,,,
tt0213113,,,
tt0213127,,,
tt0213149,198542554,250678391,449220945
tt0213163,,,
tt0213203,76507756,26783375,103291131
tt0213205,,,
tt0213231,,,
tt0213266,,,
tt0213308,,,
tt0213383,,,
tt0213446,49136,,49136
tt0213527,,,
tt0213539,,,
tt0213561,,,
tt0213569,119506,,119506
tt0213595,,,
tt0213642,,,
tt0213690,,,
tt0213733,,,
tt0213790,13616610,126602,13743212
tt0213802,,,
tt0213824,,,
tt0213847,3448233,11045051,14493284
tt0213890,1070000,3209351,4279351
tt0213985,,21135,21135
tt0213996,,,
tt0214017,,,
tt0214032,,,
tt0214048,,,
tt0214106,,,
tt0214140,,,
tt0214265,,329092,329092
tt0214277,,,
tt0214289,,17317084,17317084
tt0214388,,132555,132555
tt0214520,,,
tt0214529,,2863896,2863896
tt0214548,,,
tt0214619,,,
tt0214638,,,
tt0214646,,,
tt0214728,,,
tt0214757,,,
tt0214871,,,
tt0214878,,,
tt0214959,,60243,60243
tt0215129,68540777,51213501,119754278
tt0215135,,,
tt0215139,127103,186798,313901
tt0215223,,,
tt0215232,,,
tt0215458,,72832,72832
tt0215516,,,
tt0215519,,15077,15077
tt0215526,,,
tt0215532,,,
tt0215545,2274979,188671,2463650
tt0215651,,,
tt0215679,33941,34627,68568
tt0215681,,,
tt0215715,,,
tt0215719,,,
tt0215727,,,
tt0215750,51401758,45574512,96976270
tt0215757,,,
tt0215770,,,
tt0215777,,,
tt0215824,,,
tt0215841,,,
tt0215850,376714,,376714
tt0215880,,,
tt0215941,,,
tt0215965,,,
tt0216105,,,
tt0216148,,,
tt0216196,,156614,156614
tt0216198,,,
tt0216216,34604280,61481197,96085477
tt0216250,,,
tt0216256,,,
tt0216279,,,
tt0216290,,,
tt0216417,,,
tt0216522,,,
tt0216523,,,
tt0216578,225390,,225390
tt0216584,,51401,51401
tt0216587,,,
tt0216590,,,
tt0216605,,,
tt0216620,,,
tt0216625,95242,,95242
tt0216651,151086,,151086
tt0216669,,,
tt0216689,230900,393,231293
tt0216731,,,
tt0216735,,,
tt0216740,,,
tt0216741,,4026949,4026949
tt0216746,,,
tt0216750,,,
tt0216772,1247949,,1247949
tt0216787,891369,130569,1021938
tt0216799,1871025,1162621,3033646
tt0216800,3830441,11646081,15476522
tt0216837,,,
tt0216841,,,
tt0216851,,,
tt0216890,,,
tt0216904,,,
tt0216911,,,
tt0216930,,,
tt0216941,,,
tt0216949,,,
tt0216965,,,
tt0216982,,,
tt0216983,,,
tt0216990,,,
tt0217007,,181763,181763
tt0217019,100544,,100544
tt0217025,,,
tt0217031,,,
tt0217037,,,
tt0217084,,,
tt0217085,,,
tt0217086,,,
tt0217100,,,
tt0217107,1161843,,1161843
tt0217116,,15319,15319
tt0217119,10720,40428,51148
tt0217132,,,
tt0217135,,,
tt0217168,,,
tt0217287,71046,,71046
tt0217319,,,
tt0217331,,,
tt0217355,67913,54208,122121
tt0217505,77812000,115960504,193772504
tt0217570,,,
tt0217621,,,
tt0217629,,,
tt0217630,15618626,2786080,18404706
tt0217654,,,
tt0217664,,,
tt0217686,,,
tt0217716,,,
tt0217721,,,
tt0217756,12394327,58035,12452362
tt0217758,,,
tt0217780,,,
tt0217787,,,
tt0217788,4725,,4725
